date,hour,location,temperature,humidity,wind_speed,green_ratio,building_density,ndvi,uhi_intensity
2024-06-26,0,郊区对照点,25.59,72.6,2.4,0.55,0.15,0.322,0.0
2024-06-26,0,大学城,25.18,74.1,2.7,0.4,0.45,0.222,1.32
2024-06-26,0,滨水区域,21.91,76.2,3.4,0.6,0.2,0.421,-1.02
2024-06-26,1,市中心商业区,27.03,70.9,4.2,0.1,0.85,0.01,4.17
2024-06-26,1,居民区A,26.55,76.4,1.6,0.35,0.6,0.168,1.84
2024-06-26,1,居民区B,26.25,72.6,3.1,0.25,0.65,0.085,2.41
2024-06-26,1,公园绿地,22.73,78.4,3.5,0.75,0.05,0.533,-0.89
2024-06-26,1,工业区,27.44,75.9,2.9,0.05,0.7,-0.082,3.17
2024-06-26,1,郊区对照点,23.75,68.1,2.9,0.55,0.15,0.343,0.0
2024-06-26,1,大学城,26.21,69.9,1.3,0.4,0.45,0.225,1.61
2024-06-26,1,滨水区域,22.86,76.2,1.6,0.6,0.2,0.376,-1.1
2024-06-26,2,市中心商业区,29.14,69.8,2.3,0.1,0.85,0.032,3.92
2024-06-26,2,居民区A,26.73,71.0,3.8,0.35,0.6,0.183,2.03
2024-06-26,2,居民区B,26.17,72.8,3.5,0.25,0.65,0.125,2.01
2024-06-26,2,公园绿地,24.64,76.6,2.1,0.75,0.05,0.459,-1.12
2024-06-26,2,工业区,27.61,72.3,3.6,0.05,0.7,-0.093,2.87
2024-06-26,2,郊区对照点,23.34,71.6,2.0,0.55,0.15,0.351,0.0
2024-06-26,2,大学城,26.4,69.1,1.9,0.4,0.45,0.167,1.56
2024-06-26,2,滨水区域,22.7,81.4,2.8,0.6,0.2,0.375,-1.19
2024-06-26,3,市中心商业区,27.88,66.0,2.0,0.1,0.85,-0.041,3.7
2024-06-26,3,居民区A,27.38,72.3,2.1,0.35,0.6,0.238,1.48
2024-06-26,3,居民区B,27.12,70.4,2.1,0.25,0.65,0.079,2.0
2024-06-26,3,公园绿地,23.9,73.8,1.5,0.75,0.05,0.451,-1.09
2024-06-26,3,工业区,27.75,69.7,2.4,0.05,0.7,-0.076,2.94
2024-06-26,3,郊区对照点,24.39,78.9,1.9,0.55,0.15,0.329,0.0
2024-06-26,3,大学城,26.0,70.2,2.5,0.4,0.45,0.217,1.36
2024-06-26,3,滨水区域,23.85,72.8,2.8,0.6,0.2,0.442,-1.26
2024-06-26,4,市中心商业区,30.43,67.2,3.0,0.1,0.85,0.001,4.06
2024-06-26,4,居民区A,28.08,68.6,1.9,0.35,0.6,0.177,1.61
2024-06-26,4,居民区B,27.64,73.8,2.6,0.25,0.65,0.127,2.44
2024-06-26,4,公园绿地,24.97,74.3,2.3,0.75,0.05,0.476,-1.29
2024-06-26,4,工业区,29.79,68.5,4.0,0.05,0.7,-0.031,2.78
2024-06-26,4,郊区对照点,26.78,70.5,3.5,0.55,0.15,0.325,0.0
2024-06-26,4,大学城,26.77,69.1,1.9,0.4,0.45,0.195,1.33
2024-06-26,4,滨水区域,25.8,78.0,1.4,0.6,0.2,0.418,-1.14
2024-06-26,5,市中心商业区,31.6,60.7,2.9,0.1,0.85,-0.08,4.09
2024-06-26,5,居民区A,29.52,68.7,1.9,0.35,0.6,0.196,2.12
2024-06-26,5,居民区B,29.15,70.6,2.4,0.25,0.65,0.116,1.96
2024-06-26,5,公园绿地,26.49,73.5,2.2,0.75,0.05,0.463,-0.92
2024-06-26,5,工业区,31.27,67.0,2.8,0.05,0.7,-0.061,3.22
2024-06-26,5,郊区对照点,27.17,69.6,3.4,0.55,0.15,0.324,0.0
2024-06-26,5,大学城,29.53,71.5,3.0,0.4,0.45,0.183,1.51
2024-06-26,5,滨水区域,26.16,70.7,2.6,0.6,0.2,0.403,-1.14
2024-06-26,6,市中心商业区,32.47,63.9,3.4,0.1,0.85,-0.028,3.63
2024-06-26,6,居民区A,29.35,69.5,1.9,0.35,0.6,0.2,1.6
2024-06-26,6,居民区B,30.18,63.4,2.8,0.25,0.65,0.119,2.1
2024-06-26,6,公园绿地,26.74,69.3,2.7,0.75,0.05,0.449,-1.07
2024-06-26,6,工业区,32.82,63.7,1.3,0.05,0.7,-0.078,2.81
2024-06-26,6,郊区对照点,30.32,72.2,3.1,0.55,0.15,0.33,0.0
2024-06-26,6,大学城,31.07,62.9,3.4,0.4,0.45,0.248,1.45
2024-06-26,6,滨水区域,28.52,68.0,1.5,0.6,0.2,0.409,-1.03
2024-06-26,7,市中心商业区,34.39,67.8,1.9,0.1,0.85,-0.024,4.47
2024-06-26,7,居民区A,32.44,62.6,1.7,0.35,0.6,0.164,1.78
2024-06-26,7,居民区B,32.09,65.3,2.7,0.25,0.65,0.075,1.98
2024-06-26,7,公园绿地,27.26,71.3,3.4,0.75,0.05,0.457,-0.85
2024-06-26,7,工业区,32.42,67.1,2.6,0.05,0.7,-0.048,3.02
2024-06-26,7,郊区对照点,30.97,67.5,1.9,0.55,0.15,0.343,0.0
2024-06-26,7,大学城,31.11,66.8,2.2,0.4,0.45,0.2,1.56
2024-06-26,7,滨水区域,28.95,72.1,2.2,0.6,0.2,0.321,-1.11
2024-06-26,8,市中心商业区,33.81,64.3,1.2,0.1,0.85,-0.05,3.89
2024-06-26,8,居民区A,34.35,59.2,2.5,0.35,0.6,0.197,2.45
2024-06-26,8,居民区B,33.73,66.4,3.2,0.25,0.65,0.064,2.11
2024-06-26,8,公园绿地,30.79,63.8,2.0,0.75,0.05,0.476,-0.77
2024-06-26,8,工业区,34.06,61.8,1.5,0.05,0.7,-0.062,2.83
2024-06-26,8,郊区对照点,31.31,62.6,2.6,0.55,0.15,0.327,0.0
2024-06-26,8,大学城,31.61,61.7,1.6,0.4,0.45,0.214,1.54
2024-06-26,8,滨水区域,30.33,68.1,1.9,0.6,0.2,0.412,-1.13
2024-06-26,9,市中心商业区,36.51,59.3,2.8,0.1,0.85,-0.026,4.12
2024-06-26,9,居民区A,34.14,65.1,1.8,0.35,0.6,0.127,1.71
2024-06-26,9,居民区B,35.0,61.1,2.6,0.25,0.65,0.068,2.02
2024-06-26,9,公园绿地,30.33,64.6,2.2,0.75,0.05,0.513,-0.83
2024-06-26,9,工业区,35.61,56.1,2.5,0.05,0.7,-0.066,2.54
2024-06-26,9,郊区对照点,32.16,64.3,2.9,0.55,0.15,0.342,0.0
2024-06-26,9,大学城,33.21,66.5,0.7,0.4,0.45,0.218,0.97
2024-06-26,9,滨水区域,30.42,68.7,1.5,0.6,0.2,0.337,-0.29
2024-06-26,10,市中心商业区,35.85,65.5,2.4,0.1,0.85,-0.036,4.17
2024-06-26,10,居民区A,36.01,56.9,2.1,0.35,0.6,0.205,2.09
2024-06-26,10,居民区B,35.82,62.2,3.9,0.25,0.65,0.105,2.07
2024-06-26,10,公园绿地,32.2,64.5,3.2,0.75,0.05,0.507,-0.76
2024-06-26,10,工业区,36.7,60.8,2.9,0.05,0.7,-0.09,2.83
2024-06-26,10,郊区对照点,33.62,67.5,0.9,0.55,0.15,0.323,0.0
2024-06-26,10,大学城,34.46,59.6,1.8,0.4,0.45,0.234,1.97
2024-06-26,10,滨水区域,30.32,66.7,2.9,0.6,0.2,0.403,-0.9
2024-06-26,11,市中心商业区,38.85,57.1,3.5,0.1,0.85,-0.039,4.02
2024-06-26,11,居民区A,34.47,64.9,2.4,0.35,0.6,0.191,1.91
2024-06-26,11,居民区B,35.91,61.7,1.7,0.25,0.65,0.072,1.99
2024-06-26,11,公园绿地,32.97,69.6,2.7,0.75,0.05,0.53,-1.48
2024-06-26,11,工业区,38.05,59.8,2.5,0.05,0.7,-0.065,2.67
2024-06-26,11,郊区对照点,32.78,70.0,1.7,0.55,0.15,0.31,0.0
2024-06-26,11,大学城,34.38,58.8,2.5,0.4,0.45,0.253,1.32
2024-06-26,11,滨水区域,31.34,66.9,2.5,0.6,0.2,0.41,-1.14
2024-06-26,12,市中心商业区,37.4,58.3,2.6,0.1,0.85,-0.032,3.83
2024-06-26,12,居民区A,34.13,60.9,3.1,0.35,0.6,0.206,1.86
2024-06-26,12,居民区B,36.65,59.5,1.4,0.25,0.65,0.05,2.37
2024-06-26,12,公园绿地,32.31,61.2,0.7,0.75,0.05,0.488,-0.88
2024-06-26,12,工业区,36.05,57.2,2.1,0.05,0.7,-0.023,2.58
2024-06-26,12,郊区对照点,33.1,67.5,2.9,0.55,0.15,0.345,0.0
2024-06-26,12,大学城,34.59,62.2,2.1,0.4,0.45,0.194,1.18
2024-06-26,12,滨水区域,33.24,63.5,2.8,0.6,0.2,0.385,-0.87
2024-06-26,13,市中心商业区,37.24,57.5,1.8,0.1,0.85,-0.062,3.66
2024-06-26,13,居民区A,35.15,56.6,1.4,0.35,0.6,0.211,2.07
2024-06-26,13,居民区B,35.08,68.3,1.2,0.25,0.65,0.129,1.97
2024-06-26,13,公园绿地,33.07,64.2,1.0,0.75,0.05,0.503,-0.9
2024-06-26,13,工业区,34.69,67.8,2.7,0.05,0.7,-0.04,2.65
2024-06-26,13,郊区对照点,33.99,66.1,2.7,0.55,0.15,0.34,0.0
2024-06-26,13,大学城,34.23,61.9,2.1,0.4,0.45,0.237,1.25
2024-06-26,13,滨水区域,32.89,61.6,2.3,0.6,0.2,0.398,-1.21
2024-06-26,14,市中心商业区,37.46,60.3,2.3,0.1,0.85,0.015,4.02
2024-06-26,14,居民区A,35.82,66.0,2.3,0.35,0.6,0.199,1.81
2024-06-26,14,居民区B,34.11,62.1,1.4,0.25,0.65,0.072,2.18
2024-06-26,14,公园绿地,31.53,67.9,2.7,0.75,0.05,0.556,-0.84
2024-06-26,14,工业区,36.83,60.6,2.7,0.05,0.7,-0.025,3.2
2024-06-26,14,郊区对照点,33.11,64.5,2.9,0.55,0.15,0.32,0.0
2024-06-26,14,大学城,33.87,67.2,4.0,0.4,0.45,0.192,1.3
2024-06-26,14,滨水区域,32.86,65.8,3.0,0.6,0.2,0.407,-1.07
2024-06-26,15,市中心商业区,36.41,60.7,1.8,0.1,0.85,-0.011,4.37
2024-06-26,15,居民区A,33.88,63.4,2.7,0.35,0.6,0.171,2.2
2024-06-26,15,居民区B,33.6,67.3,3.0,0.25,0.65,0.072,2.51
2024-06-26,15,公园绿地,31.28,63.9,3.4,0.75,0.05,0.515,-1.53
2024-06-26,15,工业区,34.73,62.8,0.8,0.05,0.7,-0.057,3.05
2024-06-26,15,郊区对照点,31.2,67.0,2.5,0.55,0.15,0.304,0.0
2024-06-26,15,大学城,34.38,64.9,2.3,0.4,0.45,0.214,1.72
2024-06-26,15,滨水区域,30.99,60.6,2.9,0.6,0.2,0.356,-1.12
2024-06-26,16,市中心商业区,36.28,59.7,2.5,0.1,0.85,-0.005,4.15
2024-06-26,16,居民区A,32.38,64.6,2.5,0.35,0.6,0.188,2.09
2024-06-26,16,居民区B,35.18,57.9,3.3,0.25,0.65,0.136,2.15
2024-06-26,16,公园绿地,29.59,73.1,0.7,0.75,0.05,0.48,-0.65
2024-06-26,16,工业区,33.81,67.8,1.3,0.05,0.7,-0.093,2.84
2024-06-26,16,郊区对照点,31.44,65.2,2.1,0.55,0.15,0.383,0.0
2024-06-26,16,大学城,33.82,61.8,1.1,0.4,0.45,0.155,1.57
2024-06-26,16,滨水区域,30.64,67.0,2.4,0.6,0.2,0.356,-0.8
2024-06-26,17,市中心商业区,35.25,54.7,2.4,0.1,0.85,-0.049,3.55
2024-06-26,17,居民区A,31.0,67.5,2.8,0.35,0.6,0.224,2.0
2024-06-26,17,居民区B,30.5,66.3,1.4,0.25,0.65,0.064,2.17
2024-06-26,17,公园绿地,29.06,70.5,2.2,0.75,0.05,0.524,-1.12
2024-06-26,17,工业区,33.8,64.1,2.3,0.05,0.7,-0.054,2.99
2024-06-26,17,郊区对照点,31.18,66.9,2.5,0.55,0.15,0.333,0.0
2024-06-26,17,大学城,32.08,67.2,2.3,0.4,0.45,0.185,1.23
2024-06-26,17,滨水区域,28.76,73.1,2.3,0.6,0.2,0.362,-1.53
2024-06-26,18,市中心商业区,33.82,64.7,3.1,0.1,0.85,0.009,3.95
2024-06-26,18,居民区A,30.68,71.3,2.6,0.35,0.6,0.198,2.26
2024-06-26,18,居民区B,31.13,65.9,2.5,0.25,0.65,0.123,2.23
2024-06-26,18,公园绿地,28.55,71.0,3.0,0.75,0.05,0.487,-1.17
2024-06-26,18,工业区,32.24,63.2,2.5,0.05,0.7,-0.019,3.37
2024-06-26,18,郊区对照点,28.85,68.1,2.4,0.55,0.15,0.366,0.0
2024-06-26,18,大学城,30.08,65.8,3.5,0.4,0.45,0.225,1.33
2024-06-26,18,滨水区域,27.99,72.9,1.7,0.6,0.2,0.374,-1.07
2024-06-26,19,市中心商业区,31.68,67.5,2.1,0.1,0.85,-0.065,4.31
2024-06-26,19,居民区A,28.42,70.3,2.4,0.35,0.6,0.185,2.5
2024-06-26,19,居民区B,31.75,60.6,3.3,0.25,0.65,0.095,2.31
2024-06-26,19,公园绿地,27.08,75.3,2.7,0.75,0.05,0.473,-0.72
2024-06-26,19,工业区,30.41,66.4,2.1,0.05,0.7,-0.03,3.48
2024-06-26,19,郊区对照点,26.36,73.8,2.2,0.55,0.15,0.296,0.0
2024-06-26,19,大学城,28.94,66.4,1.2,0.4,0.45,0.197,1.19
2024-06-26,19,滨水区域,25.8,68.7,2.2,0.6,0.2,0.359,-0.89
2024-06-26,20,市中心商业区,30.59,67.7,2.3,0.1,0.85,-0.028,3.75
2024-06-26,20,居民区A,27.46,72.8,1.1,0.35,0.6,0.178,1.9
2024-06-26,20,居民区B,28.59,65.0,2.5,0.25,0.65,0.11,1.43
2024-06-26,20,公园绿地,24.25,74.2,2.9,0.75,0.05,0.505,-0.83
2024-06-26,20,工业区,28.25,64.9,2.6,0.05,0.7,-0.097,2.74
2024-06-26,20,郊区对照点,26.86,71.9,2.0,0.55,0.15,0.319,0.0
2024-06-26,20,大学城,28.11,70.5,1.5,0.4,0.45,0.162,2.06
2024-06-26,20,滨水区域,24.13,76.2,3.7,0.6,0.2,0.384,-1.18
2024-06-26,21,市中心商业区,27.93,65.8,2.8,0.1,0.85,0.024,3.88
2024-06-26,21,居民区A,26.63,73.7,2.0,0.35,0.6,0.188,2.01
2024-06-26,21,居民区B,26.75,71.5,3.9,0.25,0.65,0.118,2.33
2024-06-26,21,公园绿地,23.34,78.9,3.0,0.75,0.05,0.455,-0.84
2024-06-26,21,工业区,27.66,65.8,2.6,0.05,0.7,-0.044,3.05
2024-06-26,21,郊区对照点,24.99,72.6,4.5,0.55,0.15,0.305,0.0
2024-06-26,21,大学城,27.27,70.9,1.8,0.4,0.45,0.219,1.08
2024-06-26,21,滨水区域,23.6,75.1,1.3,0.6,0.2,0.395,-1.29
2024-06-26,22,市中心商业区,27.12,67.8,4.2,0.1,0.85,-0.079,4.13
2024-06-26,22,居民区A,25.68,71.7,3.0,0.35,0.6,0.197,1.8
2024-06-26,22,居民区B,25.19,75.2,2.9,0.25,0.65,0.091,2.13
2024-06-26,22,公园绿地,22.92,73.6,2.5,0.75,0.05,0.516,-0.91
2024-06-26,22,工业区,27.69,68.1,3.8,0.05,0.7,-0.07,2.96
2024-06-26,22,郊区对照点,23.23,75.1,2.9,0.55,0.15,0.363,0.0
2024-06-26,22,大学城,27.03,72.7,2.7,0.4,0.45,0.207,1.3
2024-06-26,22,滨水区域,24.06,77.6,1.6,0.6,0.2,0.402,-0.8
2024-06-26,23,市中心商业区,26.89,73.0,1.7,0.1,0.85,-0.093,3.95
2024-06-26,23,居民区A,25.99,72.1,4.8,0.35,0.6,0.191,2.04
2024-06-26,23,居民区B,26.13,70.9,3.2,0.25,0.65,0.111,2.09
2024-06-26,23,公园绿地,22.28,72.2,2.1,0.75,0.05,0.508,-1.13
2024-06-26,23,工业区,27.01,70.5,2.8,0.05,0.7,-0.089,3.06
2024-06-26,23,郊区对照点,23.27,71.1,2.4,0.55,0.15,0.386,0.0
2024-06-26,23,大学城,24.11,75.0,3.1,0.4,0.45,0.289,1.35
2024-06-26,23,滨水区域,22.28,73.4,3.4,0.6,0.2,0.354,-1.11
2024-06-27,0,市中心商业区,22.16,80.5,3.2,0.1,0.85,-0.068,4.18
2024-06-27,0,居民区A,18.12,82.0,2.7,0.35,0.6,0.189,2.16
2024-06-27,0,居民区B,19.45,74.4,2.9,0.25,0.65,0.103,1.73
2024-06-27,0,公园绿地,15.2,90.0,3.5,0.75,0.05,0.521,-1.2
2024-06-27,0,工业区,18.44,83.8,2.8,0.05,0.7,-0.071,3.34
2024-06-27,0,郊区对照点,18.13,82.4,2.5,0.55,0.15,0.342,0.0
2024-06-27,0,大学城,19.5,77.6,2.8,0.4,0.45,0.192,1.9
2024-06-27,0,滨水区域,16.88,81.3,2.6,0.6,0.2,0.354,-0.55
2024-06-27,1,市中心商业区,22.92,78.2,3.7,0.1,0.85,-0.015,4.23
2024-06-27,1,居民区A,20.6,78.9,2.6,0.35,0.6,0.208,2.19
2024-06-27,1,居民区B,19.02,74.2,2.4,0.25,0.65,0.037,1.7
2024-06-27,1,公园绿地,15.92,82.8,3.2,0.75,0.05,0.531,-0.85
2024-06-27,1,工业区,21.13,80.2,0.5,0.05,0.7,-0.06,2.46
2024-06-27,1,郊区对照点,18.03,75.7,2.4,0.55,0.15,0.356,0.0
2024-06-27,1,大学城,18.23,84.6,2.9,0.4,0.45,0.231,1.71
2024-06-27,1,滨水区域,16.34,84.5,2.5,0.6,0.2,0.38,-1.2
2024-06-27,2,市中心商业区,21.13,77.2,2.2,0.1,0.85,-0.042,4.26
2024-06-27,2,居民区A,19.19,80.1,3.4,0.35,0.6,0.207,2.36
2024-06-27,2,居民区B,19.65,82.4,1.6,0.25,0.65,0.092,1.95
2024-06-27,2,公园绿地,16.66,82.5,2.1,0.75,0.05,0.471,-0.74
2024-06-27,2,工业区,20.98,79.0,2.6,0.05,0.7,-0.058,3.03
2024-06-27,2,郊区对照点,17.88,86.4,3.1,0.55,0.15,0.341,0.0
2024-06-27,2,大学城,19.27,80.1,2.8,0.4,0.45,0.265,1.09
2024-06-27,2,滨水区域,17.65,85.8,1.3,0.6,0.2,0.375,-1.32
2024-06-27,3,市中心商业区,23.26,74.6,2.4,0.1,0.85,-0.032,4.22
2024-06-27,3,居民区A,21.1,79.0,2.6,0.35,0.6,0.197,1.92
2024-06-27,3,居民区B,22.28,73.2,1.1,0.25,0.65,0.046,1.38
2024-06-27,3,公园绿地,18.46,83.1,3.5,0.75,0.05,0.468,-0.78
2024-06-27,3,工业区,21.96,77.7,3.0,0.05,0.7,-0.083,3.78
2024-06-27,3,郊区对照点,19.98,78.0,1.6,0.55,0.15,0.337,0.0
2024-06-27,3,大学城,20.56,82.1,1.6,0.4,0.45,0.229,1.04
2024-06-27,3,滨水区域,18.27,81.4,4.0,0.6,0.2,0.334,-0.59
2024-06-27,4,市中心商业区,22.59,72.5,1.2,0.1,0.85,-0.012,3.65
2024-06-27,4,居民区A,20.87,79.2,2.9,0.35,0.6,0.181,1.95
2024-06-27,4,居民区B,23.42,75.9,3.1,0.25,0.65,0.104,1.67
2024-06-27,4,公园绿地,19.39,78.4,2.4,0.75,0.05,0.509,-1.58
2024-06-27,4,工业区,21.67,80.3,2.0,0.05,0.7,-0.078,3.05
2024-06-27,4,郊区对照点,19.64,81.3,2.5,0.55,0.15,0.346,0.0
2024-06-27,4,大学城,20.89,79.1,3.4,0.4,0.45,0.203,1.77
2024-06-27,4,滨水区域,18.91,83.1,2.6,0.6,0.2,0.379,-0.9
2024-06-27,5,市中心商业区,26.13,73.0,2.9,0.1,0.85,-0.031,4.47
2024-06-27,5,居民区A,23.67,75.4,2.4,0.35,0.6,0.209,1.82
2024-06-27,5,居民区B,21.73,77.7,3.5,0.25,0.65,0.148,1.97
2024-06-27,5,公园绿地,20.19,80.9,2.3,0.75,0.05,0.515,-1.03
2024-06-27,5,工业区,24.97,75.8,3.1,0.05,0.7,-0.066,3.58
2024-06-27,5,郊区对照点,21.55,78.5,1.9,0.55,0.15,0.337,0.0
2024-06-27,5,大学城,22.75,73.9,2.3,0.4,0.45,0.215,1.52
2024-06-27,5,滨水区域,18.75,80.7,2.2,0.6,0.2,0.379,-0.69
2024-06-27,6,市中心商业区,28.1,71.9,1.5,0.1,0.85,-0.03,4.18
2024-06-27,6,居民区A,24.84,76.8,2.4,0.35,0.6,0.169,2.53
2024-06-27,6,居民区B,24.5,71.1,3.7,0.25,0.65,0.055,0.95
2024-06-27,6,公园绿地,22.07,79.8,2.8,0.75,0.05,0.461,-1.02
2024-06-27,6,工业区,25.23,71.7,3.6,0.05,0.7,-0.091,3.09
2024-06-27,6,郊区对照点,23.41,76.7,3.5,0.55,0.15,0.357,0.0
2024-06-27,6,大学城,24.3,75.5,3.0,0.4,0.45,0.208,1.11
2024-06-27,6,滨水区域,22.22,80.4,2.7,0.6,0.2,0.364,-1.47
2024-06-27,7,市中心商业区,27.82,66.2,1.3,0.1,0.85,-0.021,3.77
2024-06-27,7,居民区A,26.02,71.9,2.0,0.35,0.6,0.129,1.74
2024-06-27,7,居民区B,25.09,69.8,2.2,0.25,0.65,0.066,1.95
2024-06-27,7,公园绿地,22.94,73.6,2.8,0.75,0.05,0.459,-1.33
2024-06-27,7,工业区,26.66,73.7,3.2,0.05,0.7,-0.012,2.89
2024-06-27,7,郊区对照点,23.65,72.1,1.5,0.55,0.15,0.347,0.0
2024-06-27,7,大学城,24.63,77.7,1.3,0.4,0.45,0.235,1.2
2024-06-27,7,滨水区域,22.09,78.7,2.0,0.6,0.2,0.365,-1.24
2024-06-27,8,市中心商业区,30.38,65.3,2.5,0.1,0.85,-0.026,4.07
2024-06-27,8,居民区A,26.46,71.2,2.8,0.35,0.6,0.154,2.33
2024-06-27,8,居民区B,27.9,71.9,2.6,0.25,0.65,0.01,2.13
2024-06-27,8,公园绿地,23.64,74.5,1.0,0.75,0.05,0.515,-1.43
2024-06-27,8,工业区,28.05,72.7,2.1,0.05,0.7,-0.024,2.78
2024-06-27,8,郊区对照点,25.43,69.2,3.3,0.55,0.15,0.366,0.0
2024-06-27,8,大学城,26.83,70.2,1.4,0.4,0.45,0.208,1.83
2024-06-27,8,滨水区域,24.06,70.1,1.6,0.6,0.2,0.418,-0.85
2024-06-27,9,市中心商业区,29.0,63.5,2.0,0.1,0.85,-0.076,3.95
2024-06-27,9,居民区A,29.95,62.9,2.4,0.35,0.6,0.219,2.22
2024-06-27,9,居民区B,27.87,69.7,1.6,0.25,0.65,0.092,2.07
2024-06-27,9,公园绿地,25.87,70.7,2.3,0.75,0.05,0.472,-0.93
2024-06-27,9,工业区,29.62,70.0,1.6,0.05,0.7,-0.056,2.8
2024-06-27,9,郊区对照点,26.8,71.0,1.3,0.55,0.15,0.333,0.0
2024-06-27,9,大学城,27.86,70.9,2.1,0.4,0.45,0.202,1.2
2024-06-27,9,滨水区域,24.67,71.4,3.3,0.6,0.2,0.353,-0.96
2024-06-27,10,市中心商业区,30.83,69.4,3.4,0.1,0.85,0.001,4.11
2024-06-27,10,居民区A,27.94,66.9,1.8,0.35,0.6,0.203,2.02
2024-06-27,10,居民区B,29.48,71.2,1.9,0.25,0.65,0.101,2.0
2024-06-27,10,公园绿地,25.52,71.4,3.4,0.75,0.05,0.502,-1.0
2024-06-27,10,工业区,29.14,70.7,1.7,0.05,0.7,-0.046,3.14
2024-06-27,10,郊区对照点,26.45,72.8,2.6,0.55,0.15,0.339,0.0
2024-06-27,10,大学城,28.29,69.8,2.6,0.4,0.45,0.222,1.17
2024-06-27,10,滨水区域,25.66,73.6,2.6,0.6,0.2,0.409,-0.81
2024-06-27,11,市中心商业区,30.59,66.4,2.3,0.1,0.85,-0.02,4.0
2024-06-27,11,居民区A,29.77,68.4,3.5,0.35,0.6,0.187,1.75
2024-06-27,11,居民区B,28.91,70.7,1.2,0.25,0.65,0.06,2.0
2024-06-27,11,公园绿地,27.04,75.1,2.3,0.75,0.05,0.532,-0.98
2024-06-27,11,工业区,29.06,68.7,2.0,0.05,0.7,-0.032,2.99
2024-06-27,11,郊区对照点,26.26,67.6,2.5,0.55,0.15,0.267,0.0
2024-06-27,11,大学城,28.37,70.3,1.7,0.4,0.45,0.25,1.86
2024-06-27,11,滨水区域,25.47,72.1,3.3,0.6,0.2,0.38,-1.42
2024-06-27,12,市中心商业区,31.34,63.4,3.4,0.1,0.85,-0.002,3.91
2024-06-27,12,居民区A,29.57,64.2,1.9,0.35,0.6,0.227,2.02
2024-06-27,12,居民区B,30.2,68.1,3.6,0.25,0.65,0.04,1.94
2024-06-27,12,公园绿地,27.77,73.1,3.6,0.75,0.05,0.5,-1.16
2024-06-27,12,工业区,29.63,64.8,3.1,0.05,0.7,-0.045,2.98
2024-06-27,12,郊区对照点,27.86,70.6,3.3,0.55,0.15,0.369,0.0
2024-06-27,12,大学城,28.1,70.7,1.2,0.4,0.45,0.224,1.68
2024-06-27,12,滨水区域,25.4,71.9,2.5,0.6,0.2,0.387,-1.08
2024-06-27,13,市中心商业区,30.34,67.0,1.2,0.1,0.85,-0.027,3.87
2024-06-27,13,居民区A,29.18,66.9,1.3,0.35,0.6,0.169,2.28
2024-06-27,13,居民区B,30.29,74.6,3.9,0.25,0.65,0.064,1.88
2024-06-27,13,公园绿地,26.26,71.8,2.6,0.75,0.05,0.572,-1.32
2024-06-27,13,工业区,29.71,72.9,2.0,0.05,0.7,-0.048,3.31
2024-06-27,13,郊区对照点,27.67,71.0,3.3,0.55,0.15,0.313,0.0
2024-06-27,13,大学城,28.39,71.1,0.8,0.4,0.45,0.262,1.59
2024-06-27,13,滨水区域,26.41,67.0,1.5,0.6,0.2,0.368,-0.76
2024-06-27,14,市中心商业区,29.12,71.0,2.2,0.1,0.85,-0.027,4.08
2024-06-27,14,居民区A,29.0,66.7,3.0,0.35,0.6,0.11,1.86
2024-06-27,14,居民区B,28.91,67.9,1.0,0.25,0.65,0.123,1.63
2024-06-27,14,公园绿地,25.73,73.2,2.5,0.75,0.05,0.535,-1.02
2024-06-27,14,工业区,30.13,67.3,3.0,0.05,0.7,-0.018,3.04
2024-06-27,14,郊区对照点,27.41,75.1,3.6,0.55,0.15,0.328,0.0
2024-06-27,14,大学城,29.11,69.4,3.4,0.4,0.45,0.237,1.58
2024-06-27,14,滨水区域,26.13,73.0,2.7,0.6,0.2,0.375,-1.08
2024-06-27,15,市中心商业区,31.4,67.4,2.0,0.1,0.85,-0.028,4.32
2024-06-27,15,居民区A,27.4,66.3,1.4,0.35,0.6,0.128,1.61
2024-06-27,15,居民区B,27.04,75.3,2.5,0.25,0.65,0.089,1.57
2024-06-27,15,公园绿地,24.87,68.5,2.2,0.75,0.05,0.562,-0.8
2024-06-27,15,工业区,28.82,71.1,2.1,0.05,0.7,-0.084,3.51
2024-06-27,15,郊区对照点,25.07,72.4,2.7,0.55,0.15,0.312,0.0
2024-06-27,15,大学城,28.01,69.1,3.0,0.4,0.45,0.238,1.43
2024-06-27,15,滨水区域,26.36,70.0,3.6,0.6,0.2,0.415,-0.47
2024-06-27,16,市中心商业区,29.09,66.3,4.2,0.1,0.85,-0.03,3.76
2024-06-27,16,居民区A,26.8,68.5,2.9,0.35,0.6,0.162,1.91
2024-06-27,16,居民区B,27.73,72.2,2.5,0.25,0.65,0.105,2.0
2024-06-27,16,公园绿地,23.61,75.3,2.9,0.75,0.05,0.496,-0.87
2024-06-27,16,工业区,27.28,69.0,1.9,0.05,0.7,-0.077,3.39
2024-06-27,16,郊区对照点,25.53,69.7,2.8,0.55,0.15,0.328,0.0
2024-06-27,16,大学城,25.91,68.1,3.3,0.4,0.45,0.179,1.48
2024-06-27,16,滨水区域,23.2,78.1,2.2,0.6,0.2,0.376,-1.03
2024-06-27,17,市中心商业区,27.99,70.1,2.5,0.1,0.85,-0.036,3.53
